"pid","STATION_KEY","NHDP21_COM","POURID","SITE_NAME","HU_6_NAME","HU_8_NAME","HU_10_NAME","HU_12_NAME","HU_08","HU_10","HU_12","LONG_RAW","LAT_RAW","NHDHigh","NHDh_Reach","NHDP21_Rea","NHDP12_COM","RESOLUTION","ECO3_NAME","VERSION","X","Y","NEAR_FID","NEAR_DIST","NEAR_X","NEAR_Y","NEAR_ANGLE","rid","ratio","upDist","afvArea","locID","netID","ORIG_FID","sum_1095_days","XSLOPE_MAP","MIN_Z","KFACT_MARCA","OWN_FED_PRCA","Q0001E_adj","SUSCEP4_PRCA","DIS_1YR_PARCA","TYPEF_PRCA","DIS_3YR_PRSA","ROADLEN_DRSA","OWN_URB_PARCA","KFACT_MRCA","log10_BSTI","HDWTR","log10_BSTI.predSE","log10_BSTI_obs","BSTI","BSTI_target","Sed_Stressor","pr_target","predSE_untran"
1041,"dfw_978",23872709,7,"Lost Cr","Northern Oregon Coastal","Nehalem","North Fork of Nehalem River","Middle North Fork Nehalem River",17100202,171002020,171002020502,-123.7199,45.78275,NA,"NA",17100202000400,23872709,"Medium","Coast Range","SSN_ALL_20140822",-2126880,2845140,4451,0,-2126880,2845140,0,4450,0.952859547921,40660.5584157,0.00201500177175,"1100","13",77,82.262210718251,15.5026908797371,21.0374912310959,65.1619730692845,51.674045003327,1.02452560289969,0,1.35256988277728,100,4.99649061238813,0,0,1.13442994895065,35.1787814503902,"0",9.79168654539054,38.0112760670197,5,4,TRUE,20,1.51375063735396
1085,"dfw_856",23876357,67,"Walchor Cr.","Northern Oregon Coastal","Wilson-Trask-Nestucca","Miami River","Lower Miami River",17100203,171002030,171002030702,-123.8568,45.59155,NA,"NA",17100203000400,23876357,"Medium","Coast Range","SSN_ALL_20140822",-2143260,2827890,5666,0,-2143260,2827890,0,5665,0.018224876047,12242.2705551,0.00267983300683,"1099","14",121,66.3890000081417,16.579370240231,4.2630054725857,71.3472487402513,51.674045003327,1.18723364849262,8.8715953307393,10.6765983860956,23.2107035186492,4.99649061238813,0,0,0.0373774650039593,37.3358044994624,"0",9.60433196162645,42.3172980481861,6,5,TRUE,16.7,1.50178987133432
1066,"dfw_813",23876049,68,"Kilchis R N Fk","Northern Oregon Coastal","Wilson-Trask-Nestucca","Kilchis River","North Fork Kilchis River",17100203,171002030,171002030601,-123.7527,45.61528,NA,"NA",17100203000200,23876049,"Medium","Coast Range","SSN_ALL_20140822",-2134710,2828070,6029,0,-2134710,2828070,0,6028,0.411778148838,36677.6233561,0.031613545858,"1098","14",102,75.8636325454675,4.36676202687378,14.1179722637211,24.7667176508791,51.674045003327,16.9839111850732,12.6005361930295,4.52069146149817,10.0259464575119,4.99649061238813,0,0,0.0277956677797749,28.6346536147293,"0",9.51095249868614,32.7411310890431,4,3,TRUE,25,1.49586383854712
766,"dfw_795",0,69,"Sharp Cr","Northern Oregon Coastal","Wilson-Trask-Nestucca","Kilchis River","Little South Fork Kilchis River-Kilchis River",17100203,171002030,171002030602,-123.8035,45.55496,"Yes","1.7100203005e+013",0,0,"High","Coast Range","SSN_ALL_20140822",-2140440,2822790,6257,0,-2140440,2822790,0,6256,0.724156793358,28080.7186003,0.00129062893277,"1097","14",6,61.1352853783726,72.7920877190604,18.6721459568969,0,51.674045003327,0.139279782580747,19.2399049881235,0,0,4.99649061238813,0,0,0.0310508763327505,34.5216352907393,"100",9.76548960785668,38.0112760670197,5,4,TRUE,20,1.51207250657569
1318,"dfw_7183",24528568,433,"Adams Cr.","Southern Oregon Coastal","Umpqua","Elk Creek","Headwaters Elk Creek",17100303,171003030,171003030301,-123.2254,43.57907,NA,"NA",17100303000900,24528568,"Medium","Cascades","SSN_ALL_20140822",-2159340,2598780,20958,0,-2159340,2598780,0,20957,0.473088065419,141812.318088,0.00345627458187,"1096","22",558,25.6096948781137,16.7073189965948,28.7844036697248,61.9164340339655,51.674045003327,1.09221882743388,2.05128205128205,13.6159760785989,92.1768655865577,4.99649061238813,0,0,0.288916410562207,54.9535283127016,"0",9.66989234697041,49.1116966335647,7,10,FALSE,42.9,1.5059644760972
1317,"dfw_7057",24528332,435,"Johnson Cr","Southern Oregon Coastal","Umpqua","Elk Creek","Lower Pass Creek",17100303,171003030,171003030305,-123.2907,43.68071,NA,"NA",17100303000800,24528332,"Medium","Willamette Valley","SSN_ALL_20140822",-2161170,2611140,17208,0,-2161170,2611140,0,17207,0.853553390593,123252.1839,0.00113230726545,"1095","22",557,28.1974916290221,7.16027956996918,13.1880733944954,66.5823555217896,51.674045003327,0.336566386393501,0,5.01792114695341,91.5456047523291,4.99649061238813,0,0,1.48968937361371,69.8138795185299,"0",9.77483111936114,75.0584291372292,23,19,TRUE,17.4,1.51267069422074
1321,"dfw_6919",24528924,420,"Butler Cr","Southern Oregon Coastal","Umpqua","Umpqua River-Sawyers Rapids","Lutsinger Creek-Umpqua River",17100303,171003030,171003030402,-123.7038,43.65119,NA,"NA",17100303000800,24528924,"Medium","Coast Range","SSN_ALL_20140822",-2193900,2617470,18881,0,-2193900,2617470,0,18880,0.872260419103,58563.1904373,0.00132147914146,"1094","22",561,32.5759004355195,4.7735197133128,4.01376146788991,56.9273806585357,53.75,0.533221877704153,8.10810810810811,2.74003118734685,17.5958309815607,4.99649061238813,0,0,0.234494708410484,59.1575599060808,"0",9.51444855939332,51.893465007329,8,12,FALSE,50,1.496085283074
1087,"dfw_683",23876361,70,"Cedar Cr N Fk","Northern Oregon Coastal","Wilson-Trask-Nestucca","Wilson River","Upper Wilson River",17100203,171002030,171002030504,-123.6122,45.60005,NA,"NA",17100203000400,23876361,"Medium","Coast Range","SSN_ALL_20140822",-2124720,2823300,6244,0,-2124720,2823300,0,6243,0.380920324229,61274.7337266,0.00615557070687,"1093","14",123,74.7091812406747,12.2580944517547,26.2488031789797,28.4157286895652,51.674045003327,2.71777344690272,12.1633362293658,8.72556684910086,16.604995876371,4.99649061238813,0,0,0.0312482209921374,25.346049477896,"0",9.00335796187639,32.7411310890431,4,3,TRUE,25,1.46405760888468
1290,"dfw_6791",24527500,436,"Smith R.","Southern Oregon Coastal","Umpqua","Upper Smith River","Headwaters Smith River",17100303,171003030,171003030601,-123.3501,43.764,NA,"NA",17100303000400,24527500,"Medium","Willamette Valley","SSN_ALL_20140822",-2163180,2621430,18093,0,-2163180,2621430,0,18092,0.563869790449,161891.489066,0.0054371541961,"1092","22",530,26.2055090606449,4.7735197133128,30.2752293577982,49.2595698091871,100,1.22971910684932,0,1.81620050853614,86.1518135927784,4.99649061238813,0,0,0.310120466404691,59.5947316837196,"0",9.57636226675044,54.3818416115412,9,12,FALSE,33.3,1.50001240434946
1306,"dfw_6785",24528050,437,"Peterson Cr.","Southern Oregon Coastal","Umpqua","Upper Smith River","Headwaters Smith River",17100303,171003030,171003030601,-123.3725,43.76641,NA,"NA",17100303000700,24528050,"Medium","Willamette Valley","SSN_ALL_20140822",-2164770,2622180,17817,0,-2164770,2622180,0,17816,0.585786437627,160157.51937,0.00148356725431,"1091","22",546,26.8141070428477,2.3867598566564,29.5871559633028,37.4483756538045,51.674045003327,0.355358626681457,0,1.05491777846727,77.6649283974284,4.99649061238813,0,0,3.95348837209302,66.8129131897677,"0",9.55115660927525,76.0225521340393,25,17,TRUE,32,1.49841239348226
1305,"dfw_6765",24527950,438,"Elk Cr","Southern Oregon Coastal","Umpqua","Upper Smith River","Headwaters Smith River",17100303,171003030,171003030601,-123.4379,43.79627,NA,"NA",17100303000600,24527950,"Medium","Coast Range","SSN_ALL_20140822",-2168850,2626860,17405,0,-2168850,2626860,0,17404,0.135924551797,151867.010717,0.00112058759345,"1090","22",545,29.7785968236509,4.7735197133128,26.9495412844037,37.6089198888737,78.8484136310223,0.276199413204235,4.02969247083775,1.81069958847737,15.7949327833333,4.99649061238813,0,0,0.0429209837294898,61.2611348282724,"0",9.2830632563702,60.5782909493797,12,13,FALSE,8.3,1.48149955130167
