"","LONG_RAW","LAT_RAW","upDist","afvArea","SPLASH","ROADX","ROADLENRCAM","ROADLENRSAM","SINUMAP","TYPEF","ASPLASH","AROADX","POPRCA2010","ARCASQM","ARSASQM","APOPRCA2010","sum_60_days","sum_180_days","sum_365_days","sum_1095_days","X6month_count_60_days","X2year_count_60_days","X10year_count_60_days","X25year_count_60_days","X50year_count_60_days","X100year_count_60_days","X6month_count_180_days","X2year_count_180_days","X10year_count_180_days","X25year_count_180_days","X50year_count_180_days","X100year_count_180_days","X6month_count_365_days","X2year_count_365_days","X10year_count_365_days","X25year_count_365_days","X50year_count_365_days","X100year_count_365_days","X6month_count_1095_days","X2year_count_1095_days","X10year_count_1095_days","X25year_count_1095_days","X50year_count_1095_days","X100year_count_1095_days","PPT_1981_2010","XSLOPE_MAP","MIN_Z","Q0001A","STRMPWR","FSS_26Aug14","YEAR","MONTH","PLITHCOMPRCA","PLITHCOMPRSA","PLITHERODRCA","PLITHERODRSA","MKFACTRCA","PCLAYRCA","PSANDRCA","PSILT_CLAYRCA","PSILTRCA","PSUSCEP4_DE","PSUSCEP5_DE","DROADX","DROADLENRCAM","DROADLENRSAM","PDISRCA_1YR","PDISRCA_3YR","PDISRCA_10YR","PDISRSA_1YR","PDISRSA_3YR","PDISRSA_10YR","POWNRCA_PRI","POWNRCA_ODF","POWNRCA_FED","POWNRCA_URB","POWNRCA_AGR","POWNRSA_PRI","POWNRSA_ODF","POWNRSA_FED","POWNRSA_URB","POWNRSA_AGR","PATYPEF","PALITHCOMPRCA","PALITHCOMPRSA","PALITHERODRCA","PALITHERODRSA","MAKFACTRCA","PACLAYRCA","PASANDRCA","PASILT_CLAYRCA","PASILTRCA","PASUSCEP4_DE","PASUSCEP5_DE","DAROADX","DAROADLENRCAM","DAROADLENRSAM","PADISRCA_1YR","PADISRCA_3YR","PADISRCA_10YR","PADISRSA_1YR","PADISRSA_3YR","PADISRSA_10YR","DAPOPRCA2010","PAOWNRCA_PRI","PAOWNRCA_ODF","PAOWNRCA_FED","PAOWNRCA_URB","PAOWNRCA_AGR","PAOWNRSA_PRI","PAOWNRSA_ODF","PAOWNRSA_FED","PAOWNRSA_URB","PAOWNRSA_AGR"
"1",-123.83158,45.35165,62610.9826434559,0.0132250998084021,0,1,3676,138,0.902204132218656,779.116882454314,0,20,5.73305138442284,14907402.0085257,1481810.57973598,15.4412928422503,292.566923393438,1024.97384584946,2126.02653549991,7711.80922553266,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,232565,-0.0565405000775364,44.3544973022461,34.787,-1.96687437619726,29,2000,6,0,0,100,100,37.0388768898488,30.5317494600432,13.6750539956803,86.3158747300216,55.7841252699784,0,0,0.00119990400767939,4.41084713222942,1.56462585034014,33.2613390928726,33.2613390928726,33.2613390928726,64.2857142857143,64.2857142857143,64.2857142857143,85.097192224622,0,0,0,14.902807775378,5.39956803455724,0,0,0,5.18358531317495,100,0.615801465255305,0,99.3841985347447,100,36.9230903383327,29.7289384955238,11.6415707475875,88.3557086385304,58.6267701430066,0.700323234996229,0.332049809696488,0.00134161539271308,3.71580507242779,2.13590052823345,13.2621870342156,13.2621870342156,27.9931240462052,29.2494258645633,29.2494258645633,149.325502006294,0.0104205578320284,95.1406786303163,0,0,0.048298154137671,4.81102321554607,81.7233326729912,0,0,0,18.2766673270088
"2",-123.84827,45.89721,41821.8029997696,0.133104819242285,0,2,1780,572,0.905286258664126,849.411254969543,0,38,0.000899637498598744,25223619.4063761,3236834.26718176,0.000203804706294081,534.525957976778,1924.88810363048,3854.72715815294,12577.4238306387,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,244472,1.60447809720703,190,98.819,158.552921087901,4,2000,6,100,100,0,0,30.1076388888889,21.51875,29.0336805555556,70.96875,49.45,4.86111111111111,3.47222222222222,0.00771604938271605,6.86728395061728,7.39018087855297,3.125,3.125,26.7361111111111,3.48837209302326,3.48837209302326,11.6279069767442,100,0,0,0,0,29.8611111111111,0,0,0,0,88.8130356196786,41.8045453211628,24.2315238421108,58.1954546788372,75.7684761578892,24.8798895536125,24.1094622818507,26.7096640589047,73.3008920669758,49.1914297851251,1.72399689585312,2.40583581008025,0.00150652447564263,1.90793395763951,2.00010240426575,1.15619799343917,9.95152575452646,10.0314679069923,0.491580945135588,5.49647111336313,12.4639952180256,6.29642080722067e-08,84.7607120212561,0,0,0,0,72.0560298940629,0,0,0,0
"3",-123.84749,43.32637,154795.605948521,0.00693875914282743,0,0,0,0,0.936740900596631,427.279220613579,0,0,0,9012997.37081925,967442.841286875,0,53.0876917672845,696.400766394173,1900.00999592832,6212.41691973046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,189991,6.75295847815323,519.195194558829,19.757,133.418200652873,8,2000,8,0,0,100,100,15.9724409448819,16.6814960629921,48.2374015748031,51.7606299212598,35.0791338582677,7.48031496062992,9.84251968503937,0,0,0,0,0.393700787401575,0.393700787401575,0,0,0,5.11811023622047,0,94.8818897637795,0,0,0.393700787401575,0,17.3228346456693,0,0,61.6708917719163,0,0,100,100,21.3087688393032,20.8641514973576,43.9051282051282,56.1269915834801,35.2628400861225,4.45130348778364,3.63439854337381,0,0,0,0.529235703035207,1.6396180285687,1.699531504384,0,0,0,0,38.8197548887651,0,61.1802451112349,0,0,30.9970488186653,0,69.0029511813347,0,0
"4",-123.82788,43.01943,199452.484707799,0.0212991588098988,0,2,1042,653,0.895636703132425,699.411254969543,0,44,0.0204240720501799,49254991.8174629,5219532.20766631,0.358946719984404,45.3532432115612,539.119863217621,1468.23540206815,5048.01026580513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,126912,5.60397089818177,1144.72193426986,61.381,343.977337701295,6,2000,8,0,0,100,100,18.6543778801843,16.036866359447,52.0009216589862,47.9709677419355,31.9341013824885,5.76036866359447,7.6036866359447,0.00512032770097286,2.66769073220686,9.54678362573099,0,0,0,0,0,0,0,0,100,0,0,0,0,17.5115207373272,0,0,69.3002894746871,0,0,100,99.9137853772913,23.6644901967917,23.1795496708014,40.7171183296352,59.2633261794769,36.0837764904878,2.55328395914486,2.2158203717649,0.000893310472227106,2.3161104243561,1.70417570887584,4.32138940939862,10.2562193467038,18.3855476690778,3.89690094643446,5.91432311781867,0,6.87699023022011e-05,60.6401481309565,0,39.3543701911457,0.00548167789775724,0,66.7473609010964,0,33.2526390989036,0,0
"5",-123.94733,42.78835,291098.079888196,0.0316699010560706,0,0,0,0,0.912881313534551,632.132034355964,0,76,0,64236062.7334747,6831733.96325726,0,205.949100413248,1363.06590425413,2051.53010561625,6880.93880647603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232387,0.635521865185186,674,137.959,87.6759609990831,5,2000,6,0,0,100,100,30.6709677419355,23.2774193548387,32.3267741935484,67.6406451612903,44.3632258064516,5.48387096774194,4.19354838709677,0,0,0,0,0,0,0,0,0,30,0,70,0,0,9.03225806451613,0,13.2258064516129,0,0,71.1687756470168,3.12441316387549,0.869471796171627,96.8755868361245,99.0646591283608,23.3399004446433,21.0552448614335,42.7930828742414,57.1903548756956,36.1351100422271,2.37213081776997,1.80030123508172,0.00118313602618105,1.60437915423938,1.87243825195748,5.01867621210852,5.83830926182474,11.3431609752179,6.81086240334441,0,0,0,49.2559124479996,0,50.731477812774,0.0126097392264033,0,52.8262032107678,0,47.1737967892322,0,0
"6",-124.07942,42.75539,255372.887271742,0.0168800575329715,0,0,0,0,0.882303093076529,1126.69047558312,0,16,0,39120660.1445274,4003924.32112437,0,261.128888527227,1782.61143271016,2778.97841496236,9025.49937266286,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,195653,4.04356047666667,256,115.136,465.559379041494,4,2000,6,0,0,71.8025430067315,58.3333333333333,26.698578908003,21.1140613313388,44.1249813014211,55.8130890052356,34.6990276738968,6.58189977561705,7.25504861630516,0,0,0,1.04712041884817,1.04712041884817,1.04712041884817,0,0,0,0,0,100,0,0,0,0,8.97531787584144,0,0,37.1394521831273,0,0,89.6705077046158,91.2860041178173,19.1304027956594,21.763164428913,43.7988412727607,56.1760414750782,34.4128770461652,7.56350009916298,8.63961773758994,0.000408991053343415,0.676445640289174,0.848667389159289,4.14707854657235,4.14707854657235,5.46990898472996,3.37169209936739,0,0,0,0,0,100,0,0,0,0,100,0,0
"7",-123.75468,45.54567,43811.5172927725,0.0199795981739004,0,2,2226,227,0.89958364600617,969.411254969543,0,28,0.28412892436284,24973373.0357329,2508547.9266123,4.67948326564999,356.592681099275,1361.35365852827,3096.358052156,10628.3173156876,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,10,1,0,0,0,0,300449,3.07685670912448,226.974738957322,89.3,274.763304124816,3,2000,7,0,0,0,0,16.4565217391304,21.7879862700229,31.4774599542334,68.5225400457666,46.7345537757437,10.9839816933638,11.8993135011442,0.00254258835494533,2.82990083905416,2.33539094650206,0,0,0,0,0,0,0,100,0,0,0,0,12.3569794050343,0,0,0,82.5452092090912,0,0,0,0,12.2936074186383,22.3140898064243,28.5526356263884,71.4402662106414,49.1261767920736,13.924111789927,14.3507730107205,0.00112119415987326,1.11290533161991,1.93617987062308,2.28843736559846,2.38213716324501,6.33915169462627,0.717546585777548,0.717546585777548,4.23352485608753,0.00186541513359462,0,93.6176022449215,6.38239775507853,0,0,0,93.5420807280021,6.45791927199793,0,0
"8",-123.51698,45.58563,105191.982617946,0.00666149238137621,0,3,962,531,0.938617296577216,642.426406871193,0,7,1.19117654562219,8339160.50316705,754011.491875483,0.758852255117196,389.707857912938,1440.80785946601,3157.92498981939,11346.2035515547,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,12,3,0,0,0,0,307156,5.28903899563277,660.118018451756,27.734,146.686207504879,5,2000,7,0,0,64.8648648648649,69.3548387096774,26.0810810810811,18.309009009009,43.1117117117117,56.9486486486486,38.6396396396396,4.95495495495495,1.35135135135135,0.015015015015015,4.81481481481481,9.51612903225806,0,0,0,0,0,0,40.5405405405405,59.4594594594595,0,0,0,17.5675675675676,10.3603603603604,0,0,0,92.5640882154603,0,0,15.4056767425751,3.94084468271154,21.6347311714376,19.0984897010669,37.8491496778282,62.1468575050174,43.0483680152107,6.59448417280666,5.05389204107125,0.000839413031724421,0.507245303456329,1.44162259025557,0.323773597950848,0.323773597950848,3.04347182073797,0,0,0,0.00100642001255136,2.75645334760266,97.2435466523973,0,0,0,0.434767445541939,99.5652325544581,0,0,0
"9",-123.19297,45.79846,323580.194591516,0.0135542146172496,0,1,1397,210,0.885250085174616,319.705627484771,0,14,0.208895153823339,22580515.9082212,2258329.35059634,28.6186698256049,93.3652773269245,657.086109922423,1493.95083193833,5686.27055458859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,140199,5.22396265300218,665.164492032558,33.69,175.995301779643,15,2000,7,0,0,100,100,42.4304761904762,26.8817142857143,13.7422857142857,86.2990476190476,59.4173333333333,0,0,0.00211640211640212,2.95661375661376,7.29166666666667,0.952380952380952,37.7142857142857,37.7142857142857,9.375,9.375,9.375,100,0,0,0,0,6.09523809523809,0,0,0,0,96.8134759837626,6.05034891830167,1.67380368988334,93.9496510816983,98.3261963101167,39.0201992361303,27.1744970272079,15.3299169193212,84.6920659920463,57.5175690042131,0.554017456945937,0.155443746912889,0.000620003548940297,1.52494301458644,1.53254882822387,4.63569550529874,7.36968483615996,17.9039879923334,3.35727721018133,4.31373646154324,39.7824336995473,0.0126724960723943,97.8756021255239,2.06859755507152,0,0.0558003194046267,0,96.4929827450063,3.50701725499366,0,0,0
"10",-123.55835,45.30022,128421.885194643,0.0286427957937886,0,0,0,0,0.904448482175105,1926.39610306789,0,9,0,17414268.5557987,1803875.99009203,2.82872220673e-08,332.103635030658,1243.78333280275,2849.1945562488,10187.1184987889,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,11,2,0,0,0,0,313540,2.51209699510414,340.452447070313,51.656,129.764882379099,2,2000,7,28.8451303885045,0,57.2112825971261,98.5294117647059,27.7168706758914,20.8874401277275,36.3643959552954,63.6403406067057,42.7529004789782,1.22405534858968,0.532197977647685,0,0,0,1.11761575306014,1.11761575306014,1.11761575306014,0,0,0,0,18.3608302288451,81.6391697711549,0,0,0,2.66098988823842,8.19584885577435,0,0,73.8580892545129,20.4265104448279,13.8202404915474,54.4295965913727,64.941443553724,30.7628523198118,20.2247736457108,36.9210957593739,63.0640288505806,42.8392552048698,1.85823919363558,1.33306167839869,0.000516817572392562,0.952781906793043,0.700713356651258,5.47189319147919,5.53907947589023,9.47206120179762,4.59011597553197,4.59011597553197,20.2563813702824,1.56813562698713e-11,1.38507109401207,27.9976241219079,70.61730478408,0,0,0,20.0409953588597,79.9590046411402,0,0
